logg	Teff	Z	L/HP	cLSM	dLSM	cPCM	dPCM	chi2	Type	Mod
 5.50	  4800	 0.0	 2.0	  0.3051	  0.4189	  0.1269	  0.7161	 0.0194	r	PC
 6.00	  4800	 0.0	 2.0	  0.1908	  0.5359	  0.0471	  0.7743	 0.0130	r	PC
 2.50	  4900	 0.0	 2.0	  0.1929	  0.5739	 -0.5481	  1.9270	 0.0975	r	PC
 3.00	  4900	 0.0	 2.0	  0.1874	  0.5795	 -0.3976	  1.6258	 0.1154	r	PC
 3.50	  4900	 0.0	 2.0	  0.2405	  0.4973	 -0.2590	  1.3719	 0.0740	r	PC
 4.00	  4900	 0.0	 2.0	  0.2573	  0.4735	 -0.1241	  1.1347	 0.0806	r	PC
 4.50	  4900	 0.0	 2.0	  0.2790	  0.4444	 -0.0282	  0.9701	 0.0467	r	PC
 5.00	  4900	 0.0	 2.0	  0.2929	  0.4291	  0.0542	  0.8345	 0.0334	r	PC
 5.50	  4900	 0.0	 2.0	  0.2985	  0.4224	  0.1244	  0.7141	 0.0218	r	PC
 6.00	  4900	 0.0	 2.0	  0.2204	  0.5141	  0.0781	  0.7496	 0.0152	r	PC
 2.50	  5100	 0.0	 2.0	  0.1653	  0.5864	 -0.6385	  2.0637	 0.1170	r	PC
 3.00	  5100	 0.0	 2.0	  0.1660	  0.5819	 -0.4827	  1.7454	 0.1304	r	PC
 3.50	  5100	 0.0	 2.0	  0.2261	  0.4875	 -0.3499	  1.4966	 0.0817	r	PC
 4.00	  5100	 0.0	 2.0	  0.2194	  0.4981	 -0.2148	  1.2501	 0.0851	r	PC
 4.50	  5100	 0.0	 2.0	  0.2486	  0.4572	 -0.1164	  1.0810	 0.0489	r	PC
 5.00	  5100	 0.0	 2.0	  0.2591	  0.4473	 -0.0070	  0.8983	 0.0339	r	PC
 5.50	  5100	 0.0	 2.0	  0.2815	  0.4182	  0.0627	  0.7851	 0.0186	r	PC
 6.00	  5100	 0.0	 2.0	  0.2648	  0.4410	  0.1041	  0.7062	 0.0203	r	PC
 2.50	  5200	 0.0	 2.0	  0.1558	  0.5916	 -0.6595	  2.0890	 0.1190	r	PC
 3.00	  5200	 0.0	 2.0	  0.1575	  0.5844	 -0.5035	  1.7689	 0.1321	r	PC
 3.50	  5200	 0.0	 2.0	  0.2185	  0.4881	 -0.3694	  1.5173	 0.0825	r	PC
 4.00	  5200	 0.0	 2.0	  0.2073	  0.5042	 -0.2386	  1.2758	 0.0857	r	PC
 4.50	  5200	 0.0	 2.0	  0.2354	  0.4646	 -0.1379	  1.1021	 0.0488	r	PC
 5.00	  5200	 0.0	 2.0	  0.2442	  0.4571	 -0.0283	  0.9184	 0.0333	r	PC
 5.50	  5200	 0.0	 2.0	  0.2661	  0.4291	  0.0414	  0.8054	 0.0181	r	PC
 6.00	  5200	 0.0	 2.0	  0.2502	  0.4534	  0.0870	  0.7226	 0.0207	r	PC
 2.50	  5300	 0.0	 2.0	  0.1414	  0.6025	 -0.6918	  2.1325	 0.1222	r	PC
 3.00	  5300	 0.0	 2.0	  0.1542	  0.5786	 -0.5232	  1.7910	 0.1347	r	PC
 3.50	  5300	 0.0	 2.0	  0.1951	  0.5108	 -0.4084	  1.5653	 0.0817	r	PC
 4.00	  5300	 0.0	 2.0	  0.1976	  0.5076	 -0.2613	  1.3009	 0.0860	r	PC
 4.50	  5300	 0.0	 2.0	  0.2239	  0.4700	 -0.1580	  1.1216	 0.0486	r	PC
 5.00	  5300	 0.0	 2.0	  0.2324	  0.4624	 -0.0477	  0.9358	 0.0328	r	PC
 5.50	  5300	 0.0	 2.0	  0.2420	  0.4541	  0.0118	  0.8385	 0.0202	r	PC
 6.00	  5300	 0.0	 2.0	  0.2355	  0.4621	  0.0631	  0.7458	 0.0223	r	PC
 2.50	  5400	 0.0	 2.0	  0.1318	  0.6093	 -0.7117	  2.1580	 0.1248	r	PC
 3.00	  5400	 0.0	 2.0	  0.1431	  0.5858	 -0.5464	  1.8196	 0.1372	r	PC
 3.50	  5400	 0.0	 2.0	  0.1914	  0.5062	 -0.4266	  1.5849	 0.0822	r	PC
 4.00	  5400	 0.0	 2.0	  0.1903	  0.5075	 -0.2838	  1.3263	 0.0870	r	PC
 4.50	  5400	 0.0	 2.0	  0.2146	  0.4726	 -0.1767	  1.1397	 0.0486	r	PC
 5.00	  5400	 0.0	 2.0	  0.2251	  0.4600	 -0.0643	  0.9487	 0.0324	r	PC
 5.50	  5400	 0.0	 2.0	  0.2124	  0.4783	 -0.0306	  0.8829	 0.0211	r	PC
 6.00	  5400	 0.0	 2.0	  0.2188	  0.4739	  0.0393	  0.7689	 0.0238	r	PC
 2.50	  5500	 0.0	 2.0	  0.1241	  0.6109	 -0.7469	  2.2110	 0.1268	r	PC
 3.00	  5500	 0.0	 2.0	  0.1277	  0.5964	 -0.5968	  1.8934	 0.1389	r	PC
 3.50	  5500	 0.0	 2.0	  0.1802	  0.5137	 -0.4502	  1.6141	 0.0843	r	PC
 4.00	  5500	 0.0	 2.0	  0.1805	  0.5122	 -0.3096	  1.3582	 0.0880	r	PC
 4.50	  5500	 0.0	 2.0	  0.2080	  0.4707	 -0.1945	  1.1563	 0.0485	r	PC
 5.00	  5500	 0.0	 2.0	  0.2152	  0.4636	 -0.0815	  0.9642	 0.0321	r	PC
 5.50	  5500	 0.0	 2.0	  0.1966	  0.4895	 -0.0520	  0.9030	 0.0217	r	PC
 6.00	  5500	 0.0	 2.0	  0.2031	  0.4844	  0.0156	  0.7922	 0.0253	r	PC
 2.50	  5600	 0.0	 2.0	  0.1147	  0.6158	 -0.7780	  2.2570	 0.1269	r	PC
 3.00	  5600	 0.0	 2.0	  0.1864	  0.4983	 -0.6242	  1.9315	 0.0694	r	PC
 3.50	  5600	 0.0	 2.0	  0.1718	  0.5177	 -0.4689	  1.6358	 0.0854	r	PC
 4.00	  5600	 0.0	 2.0	  0.1725	  0.5148	 -0.3291	  1.3803	 0.0892	r	PC
 4.50	  5600	 0.0	 2.0	  0.2003	  0.4722	 -0.2108	  1.1720	 0.0487	r	PC
 5.00	  5600	 0.0	 2.0	  0.1810	  0.4964	 -0.1291	  1.0175	 0.0328	r	PC
 5.50	  5600	 0.0	 2.0	  0.1858	  0.4921	 -0.0727	  0.9214	 0.0232	r	PC
 6.00	  5600	 0.0	 2.0	  0.1882	  0.4936	 -0.0066	  0.8131	 0.0268	r	PC
 2.50	  5700	 0.0	 2.0	  0.1068	  0.6185	 -0.8059	  2.2962	 0.1276	r	PC
 3.00	  5700	 0.0	 2.0	  0.1101	  0.6086	 -0.6498	  1.9669	 0.1417	r	PC
 3.50	  5700	 0.0	 2.0	  0.1660	  0.5178	 -0.4867	  1.6564	 0.0862	r	PC
 4.00	  5700	 0.0	 2.0	  0.1682	  0.5119	 -0.3462	  1.3988	 0.0896	r	PC
 4.50	  5700	 0.0	 2.0	  0.1916	  0.4759	 -0.2262	  1.1867	 0.0490	r	PC
 5.00	  5700	 0.0	 2.0	  0.1704	  0.5008	 -0.1476	  1.0347	 0.0330	r	PC
 5.50	  5700	 0.0	 2.0	  0.1738	  0.4976	 -0.0916	  0.9380	 0.0243	r	PC
 6.00	  5700	 0.0	 2.0	  0.1749	  0.5006	 -0.0273	  0.8320	 0.0285	r	PC
 2.50	  5800	 0.0	 2.0	  0.0949	  0.6292	 -0.8381	  2.3471	 0.1302	r	PC
 3.00	  5800	 0.0	 2.0	  0.1688	  0.5083	 -0.6762	  2.0029	 0.0721	r	PC
 3.50	  5800	 0.0	 2.0	  0.1621	  0.5193	 -0.5071	  1.6872	 0.0868	r	PC
 4.00	  5800	 0.0	 2.0	  0.1608	  0.5143	 -0.3622	  1.4159	 0.0908	r	PC
 4.50	  5800	 0.0	 2.0	  0.1617	  0.5041	 -0.2700	  1.2369	 0.0492	r	PC
 5.00	  5800	 0.0	 2.0	  0.1602	  0.5051	 -0.1656	  1.0518	 0.0334	r	PC
 5.50	  5800	 0.0	 2.0	  0.1630	  0.5020	 -0.1090	  0.9530	 0.0255	r	PC
 6.00	  5800	 0.0	 2.0	  0.1631	  0.5058	 -0.0462	  0.8488	 0.0301	r	PC
 2.50	  5900	 0.0	 2.0	  0.0852	  0.6339	 -0.8686	  2.3895	 0.1307	r	PC
 3.00	  5900	 0.0	 2.0	  0.1613	  0.5114	 -0.6980	  2.0308	 0.0723	r	PC
 3.50	  5900	 0.0	 2.0	  0.1485	  0.5277	 -0.5301	  1.7116	 0.0884	r	PC
 4.00	  5900	 0.0	 2.0	  0.1537	  0.5165	 -0.3776	  1.4320	 0.0920	r	PC
 4.50	  5900	 0.0	 2.0	  0.1587	  0.5031	 -0.2796	  1.2465	 0.0495	r	PC
 5.00	  5900	 0.0	 2.0	  0.1510	  0.5084	 -0.1830	  1.0686	 0.0338	r	PC
 5.50	  5900	 0.0	 2.0	  0.1582	  0.5016	 -0.1188	  0.9607	 0.0267	r	PC
 6.00	  5900	 0.0	 2.0	  0.1535	  0.5081	 -0.0636	  0.8636	 0.0319	r	PC
 2.50	  6000	 0.0	 2.0	  0.0780	  0.6373	 -0.8827	  2.4032	 0.1313	r	PC
 3.00	  6000	 0.0	 2.0	  0.1554	  0.5120	 -0.7175	  2.0551	 0.0726	r	PC
 3.50	  6000	 0.0	 2.0	  0.1439	  0.5266	 -0.5517	  1.7395	 0.0886	r	PC
 4.00	  6000	 0.0	 2.0	  0.1470	  0.5184	 -0.3919	  1.4468	 0.0931	r	PC
 4.50	  6000	 0.0	 2.0	  0.1449	  0.5105	 -0.3006	  1.2660	 0.0502	r	PC
 5.00	  6000	 0.0	 2.0	  0.1436	  0.5094	 -0.1998	  1.0849	 0.0342	r	PC
 5.50	  6000	 0.0	 2.0	  0.1456	  0.5056	 -0.1390	  0.9771	 0.0280	r	PC
 6.00	  6000	 0.0	 2.0	  0.1471	  0.5092	 -0.0739	  0.8709	 0.0330	r	PC
 2.50	  6100	 0.0	 2.0	  0.0673	  0.6422	 -0.9298	  2.4778	 0.1300	r	PC
 3.00	  6100	 0.0	 2.0	  0.1479	  0.5153	 -0.7370	  2.0792	 0.0724	r	PC
 3.50	  6100	 0.0	 2.0	  0.1396	  0.5268	 -0.5749	  1.7727	 0.0890	r	PC
 4.00	  6100	 0.0	 2.0	  0.1445	  0.5170	 -0.4008	  1.4563	 0.0934	r	PC
 4.50	  6100	 0.0	 2.0	  0.1371	  0.5131	 -0.3154	  1.2803	 0.0507	r	PC
 5.00	  6100	 0.0	 2.0	  0.1397	  0.5089	 -0.2109	  1.0963	 0.0346	r	PC
 5.50	  6100	 0.0	 2.0	  0.1369	  0.5085	 -0.1528	  0.9882	 0.0287	r	PC
 6.00	  6100	 0.0	 2.0	  0.1112	  0.5424	 -0.1193	  0.9190	 0.0380	r	PC
 2.50	  6200	 0.0	 2.0	  0.0627	  0.6434	 -0.9357	  2.4777	 0.1297	r	PC
 3.00	  6200	 0.0	 2.0	  0.1405	  0.5180	 -0.7573	  2.1044	 0.0719	r	PC
 3.50	  6200	 0.0	 2.0	  0.1318	  0.5288	 -0.5970	  1.7994	 0.0894	r	PC
 4.00	  6200	 0.0	 2.0	  0.1386	  0.5179	 -0.4139	  1.4693	 0.0944	r	PC
 4.50	  6200	 0.0	 2.0	  0.1314	  0.5133	 -0.3283	  1.2923	 0.0511	r	PC
 5.00	  6200	 0.0	 2.0	  0.1323	  0.5105	 -0.2276	  1.1134	 0.0349	r	PC
 5.50	  6200	 0.0	 2.0	  0.1077	  0.5372	 -0.1887	  1.0273	 0.0322	r	PC
 6.00	  6200	 0.0	 2.0	  0.0920	  0.5549	 -0.1440	  0.9408	 0.0387	r	PC
 2.50	  6300	 0.0	 2.0	  0.0502	  0.6486	 -0.9869	  2.5574	 0.1284	r	PC
 3.00	  6300	 0.0	 2.0	  0.1345	  0.5186	 -0.7784	  2.1312	 0.0711	r	PC
 3.50	  6300	 0.0	 2.0	  0.1298	  0.5242	 -0.6246	  1.8392	 0.0886	r	PC
 4.00	  6300	 0.0	 2.0	  0.1309	  0.5195	 -0.4297	  1.4848	 0.0955	r	PC
 4.50	  6300	 0.0	 2.0	  0.1279	  0.5126	 -0.3392	  1.3039	 0.0512	r	PC
 5.00	  6300	 0.0	 2.0	  0.1265	  0.5071	 -0.2491	  1.1362	 0.0353	r	PC
 5.50	  6300	 0.0	 2.0	  0.0917	  0.5474	 -0.2086	  1.0443	 0.0323	r	PC
 6.00	  6300	 0.0	 2.0	  0.0797	  0.5616	 -0.1623	  0.9573	 0.0395	r	PC
 2.50	  6400	 0.0	 2.0	  0.0451	  0.6524	 -0.9901	  2.5531	 0.1283	r	PC
 3.00	  6400	 0.0	 2.0	  0.0534	  0.6358	 -0.8041	  2.1660	 0.1472	r	PC
 3.50	  6400	 0.0	 2.0	  0.1226	  0.5264	 -0.6446	  1.8635	 0.0889	r	PC
 4.00	  6400	 0.0	 2.0	  0.1261	  0.5193	 -0.4421	  1.4976	 0.0960	r	PC
 4.50	  6400	 0.0	 2.0	  0.1226	  0.5109	 -0.3558	  1.3214	 0.0515	r	PC
 5.00	  6400	 0.0	 2.0	  0.1191	  0.5106	 -0.2647	  1.1536	 0.0354	r	PC
 5.50	  6400	 0.0	 2.0	  0.0815	  0.5505	 -0.2246	  1.0568	 0.0329	r	PC
 6.00	  6400	 0.0	 2.0	  0.0688	  0.5668	 -0.1788	  0.9718	 0.0401	r	PC
 2.50	  6500	 0.0	 2.0	  0.0351	  0.6586	 -1.0163	  2.5886	 0.1282	r	PC
 3.00	  6500	 0.0	 2.0	  0.0442	  0.6413	 -0.8325	  2.2057	 0.1472	r	PC
 3.50	  6500	 0.0	 2.0	  0.1151	  0.5289	 -0.6695	  1.8964	 0.0886	r	PC
 4.00	  6500	 0.0	 2.0	  0.1197	  0.5215	 -0.4563	  1.5132	 0.0964	r	PC
 4.50	  6500	 0.0	 2.0	  0.1197	  0.5093	 -0.3728	  1.3440	 0.0513	r	PC
 5.00	  6500	 0.0	 2.0	  0.1149	  0.5093	 -0.2801	  1.1713	 0.0353	r	PC
 5.50	  6500	 0.0	 2.0	  0.0760	  0.5514	 -0.2334	  1.0633	 0.0334	r	PC
 6.00	  6500	 0.0	 2.0	  0.0629	  0.5648	 -0.1903	  0.9791	 0.0402	r	PC
 2.50	  6600	 0.0	 2.0	  0.0249	  0.6642	 -1.0403	  2.6173	 0.1287	r	PC
 3.00	  6600	 0.0	 2.0	  0.0344	  0.6477	 -0.8608	  2.2450	 0.1481	r	PC
 3.50	  6600	 0.0	 2.0	  0.1078	  0.5326	 -0.6851	  1.9142	 0.0890	r	PC
 4.00	  6600	 0.0	 2.0	  0.1137	  0.5223	 -0.4781	  1.5411	 0.0969	r	PC
 4.50	  6600	 0.0	 2.0	  0.1125	  0.5119	 -0.3985	  1.3779	 0.0517	r	PC
 5.00	  6600	 0.0	 2.0	  0.1112	  0.5077	 -0.2943	  1.1876	 0.0353	r	PC
 5.50	  6600	 0.0	 2.0	  0.0691	  0.5516	 -0.2454	  1.0720	 0.0339	r	PC
 6.00	  6600	 0.0	 2.0	  0.0548	  0.5669	 -0.2039	  0.9907	 0.0407	r	PC
 2.50	  6700	 0.0	 2.0	  0.0147	  0.6713	 -1.0598	  2.6387	 0.1270	r	PC
 3.00	  6700	 0.0	 2.0	  0.0253	  0.6532	 -0.8852	  2.2773	 0.1483	r	PC
 3.50	  6700	 0.0	 2.0	  0.0979	  0.5375	 -0.7099	  1.9450	 0.0891	r	PC
 4.00	  6700	 0.0	 2.0	  0.1073	  0.5245	 -0.5060	  1.5806	 0.0973	r	PC
 4.50	  6700	 0.0	 2.0	  0.1084	  0.5113	 -0.4217	  1.4099	 0.0521	r	PC
 5.00	  6700	 0.0	 2.0	  0.1076	  0.5062	 -0.3081	  1.2032	 0.0353	r	PC
 5.50	  6700	 0.0	 2.0	  0.0645	  0.5510	 -0.2539	  1.0778	 0.0342	r	PC
 6.00	  6700	 0.0	 2.0	  0.0479	  0.5683	 -0.2158	  1.0003	 0.0411	r	PC
 2.50	  6800	 0.0	 2.0	 -0.0031	  0.6840	 -1.1020	  2.6978	 0.1308	r	PC
 3.00	  6800	 0.0	 2.0	  0.0158	  0.6587	 -0.9066	  2.3030	 0.1487	r	PC
 3.50	  6800	 0.0	 2.0	  0.0874	  0.5443	 -0.7299	  1.9685	 0.0900	r	PC
 4.00	  6800	 0.0	 2.0	  0.1002	  0.5275	 -0.5355	  1.6223	 0.0977	r	PC
 4.50	  6800	 0.0	 2.0	  0.1050	  0.5100	 -0.4397	  1.4336	 0.0523	r	PC
 5.00	  6800	 0.0	 2.0	  0.1047	  0.5043	 -0.3201	  1.2167	 0.0355	r	PC
 5.50	  6800	 0.0	 2.0	  0.0603	  0.5501	 -0.2620	  1.0833	 0.0347	r	PC
 6.00	  6800	 0.0	 2.0	  0.0420	  0.5688	 -0.2259	  1.0077	 0.0413	r	PC
 2.50	  6900	 0.0	 2.0	 -0.0117	  0.6895	 -1.1182	  2.7144	 0.1292	r	PC
 3.00	  6900	 0.0	 2.0	  0.0048	  0.6664	 -0.9290	  2.3307	 0.1503	r	PC
 3.50	  6900	 0.0	 2.0	  0.0816	  0.5478	 -0.7399	  1.9786	 0.0896	r	PC
 4.00	  6900	 0.0	 2.0	  0.0927	  0.5310	 -0.5605	  1.6557	 0.0981	r	PC
 4.50	  6900	 0.0	 2.0	  0.1018	  0.5085	 -0.4553	  1.4533	 0.0524	r	PC
 5.00	  6900	 0.0	 2.0	  0.1009	  0.5038	 -0.3306	  1.2274	 0.0356	r	PC
 5.50	  6900	 0.0	 2.0	  0.0572	  0.5485	 -0.2690	  1.0882	 0.0351	r	PC
 6.00	  6900	 0.0	 2.0	  0.0372	  0.5681	 -0.2347	  1.0137	 0.0417	r	PC
 2.50	  7000	 0.0	 2.0	 -0.0212	  0.6989	 -1.1258	  2.7172	 0.1285	r	PC
 3.00	  7000	 0.0	 2.0	 -0.0045	  0.6714	 -0.9488	  2.3535	 0.1506	r	PC
 3.50	  7000	 0.0	 2.0	  0.0727	  0.5527	 -0.7579	  1.9990	 0.0897	r	PC
 4.00	  7000	 0.0	 2.0	  0.0846	  0.5354	 -0.5819	  1.6831	 0.0986	r	PC
 4.50	  7000	 0.0	 2.0	  0.0971	  0.5093	 -0.4659	  1.4641	 0.0524	r	PC
 5.00	  7000	 0.0	 2.0	  0.0974	  0.5031	 -0.3385	  1.2343	 0.0354	r	PC
 5.50	  7000	 0.0	 2.0	  0.0535	  0.5475	 -0.2767	  1.0940	 0.0355	r	PC
 6.00	  7000	 0.0	 2.0	  0.0329	  0.5674	 -0.2426	  1.0190	 0.0420	r	PC
 2.50	  7200	 0.0	 2.0	 -0.0459	  0.7166	 -1.1741	  2.7759	 0.1303	r	PC
 3.00	  7200	 0.0	 2.0	 -0.0275	  0.6869	 -0.9955	  2.4107	 0.1525	r	PC
 3.50	  7200	 0.0	 2.0	  0.0542	  0.5631	 -0.7926	  2.0374	 0.0907	r	PC
 4.00	  7200	 0.0	 2.0	  0.0644	  0.5468	 -0.6262	  1.7362	 0.0999	r	PC
 4.50	  7200	 0.0	 2.0	  0.0877	  0.5097	 -0.4865	  1.4844	 0.0528	r	PC
 5.00	  7200	 0.0	 2.0	  0.0908	  0.5001	 -0.3541	  1.2469	 0.0353	r	PC
 5.50	  7200	 0.0	 2.0	  0.0484	  0.5436	 -0.2973	  1.1162	 0.0359	r	PC
 6.00	  7200	 0.0	 2.0	  0.0263	  0.5643	 -0.2553	  1.0261	 0.0426	r	PC
 2.50	  7400	 0.0	 2.0	 -0.0670	  0.7326	 -1.2097	  2.8157	 0.1297	r	PC
 3.00	  7400	 0.0	 2.0	 -0.0486	  0.7018	 -1.0321	  2.4517	 0.1525	r	PC
 3.50	  7400	 0.0	 2.0	  0.0339	  0.5757	 -0.8348	  2.0875	 0.0905	r	PC
 4.00	  7400	 0.0	 2.0	  0.0498	  0.5539	 -0.6537	  1.7649	 0.1004	r	PC
 4.50	  7400	 0.0	 2.0	  0.0454	  0.5406	 -0.5503	  1.5515	 0.0530	r	PC
 5.00	  7400	 0.0	 2.0	  0.0822	  0.5013	 -0.3703	  1.2610	 0.0354	r	PC
 5.50	  7400	 0.0	 2.0	  0.0425	  0.5414	 -0.3368	  1.1709	 0.0362	r	PC
 6.00	  7400	 0.0	 2.0	  0.0206	  0.5611	 -0.2660	  1.0313	 0.0429	r	PC
 2.50	  7600	 0.0	 2.0	 -0.0884	  0.7481	 -1.2540	  2.8721	 0.1300	r	PC
 3.00	  7600	 0.0	 2.0	 -0.0712	  0.7171	 -1.0784	  2.5089	 0.1523	r	PC
 3.50	  7600	 0.0	 2.0	  0.0139	  0.5877	 -0.8829	  2.1485	 0.0908	r	PC
 4.00	  7600	 0.0	 2.0	  0.0041	  0.5930	 -0.7260	  1.8475	 0.0997	r	PC
 4.50	  7600	 0.0	 2.0	  0.0324	  0.5657	 -0.5302	  1.5267	 0.1105	r	PC
 5.00	  7600	 0.0	 2.0	  0.0738	  0.5012	 -0.3866	  1.2750	 0.0347	r	PC
 5.50	  7600	 0.0	 2.0	  0.0372	  0.5389	 -0.3631	  1.2036	 0.0366	r	PC
 6.00	  7600	 0.0	 2.0	  0.0152	  0.5587	 -0.2770	  1.0381	 0.0438	r	PC
 2.50	  7800	 0.0	 2.0	 -0.1083	  0.7626	 -1.2804	  2.8923	 0.1243	r	PC
 3.00	  7800	 0.0	 2.0	 -0.0911	  0.7299	 -1.1254	  2.5701	 0.1510	r	PC
 3.50	  7800	 0.0	 2.0	 -0.0175	  0.6089	 -0.9623	  2.2531	 0.0884	r	PC
 4.00	  7800	 0.0	 2.0	  0.0125	  0.5769	 -0.7212	  1.8391	 0.0990	r	PC
 4.50	  7800	 0.0	 2.0	  0.0189	  0.5702	 -0.5635	  1.5655	 0.1114	r	PC
 5.00	  7800	 0.0	 2.0	  0.0632	  0.5035	 -0.4251	  1.3253	 0.0340	r	PC
 5.50	  7800	 0.0	 2.0	  0.0320	  0.5360	 -0.3772	  1.2160	 0.0357	r	PC
 6.00	  7800	 0.0	 2.0	  0.0108	  0.5553	 -0.2860	  1.0425	 0.0435	r	PC
 2.50	  8000	 0.0	 2.0	 -0.1246	  0.7720	 -1.3312	  2.9692	 0.1267	r	PC
 3.00	  8000	 0.0	 2.0	 -0.1090	  0.7408	 -1.1651	  2.6208	 0.1505	r	PC
 3.50	  8000	 0.0	 2.0	 -0.0253	  0.6098	 -0.9976	  2.3043	 0.0862	r	PC
 4.00	  8000	 0.0	 2.0	 -0.0028	  0.5819	 -0.7595	  1.8850	 0.0984	r	PC
 4.50	  8000	 0.0	 2.0	  0.0044	  0.5756	 -0.6231	  1.6492	 0.1116	r	PC
 5.00	  8000	 0.0	 2.0	  0.0522	  0.5065	 -0.4685	  1.3842	 0.0328	r	PC
 5.50	  8000	 0.0	 2.0	  0.0173	  0.5274	 -0.3979	  1.2201	 0.0273	r	PC
 6.00	  8000	 0.0	 2.0	  0.0052	  0.5538	 -0.3052	  1.0643	 0.0421	r	PC
 2.50	  8200	 0.0	 2.0	 -0.1454	  0.7923	 -1.3686	  3.0291	 0.1358	r	PC
 3.00	  8200	 0.0	 2.0	 -0.1258	  0.7503	 -1.2027	  2.6690	 0.1513	r	PC
 3.50	  8200	 0.0	 2.0	 -0.1104	  0.7230	 -1.0428	  2.3628	 0.1704	r	PC
 4.00	  8200	 0.0	 2.0	 -0.0182	  0.5859	 -0.8297	  1.9852	 0.0969	r	PC
 4.50	  8200	 0.0	 2.0	 -0.0097	  0.5788	 -0.6716	  1.7119	 0.1111	r	PC
 5.00	  8200	 0.0	 2.0	  0.0406	  0.5066	 -0.5016	  1.4215	 0.0321	r	PC
 5.50	  8200	 0.0	 2.0	  0.0105	  0.5277	 -0.4083	  1.2269	 0.0258	r	PC
 6.00	  8200	 0.0	 2.0	 -0.0023	  0.5551	 -0.3364	  1.1059	 0.0414	r	PC
 2.50	  8400	 0.0	 2.0	 -0.1567	  0.8007	 -1.4151	  3.1148	 0.1422	r	PC
 3.00	  8400	 0.0	 2.0	 -0.1370	  0.7544	 -1.2507	  2.7421	 0.1533	r	PC
 3.50	  8400	 0.0	 2.0	 -0.1230	  0.7266	 -1.0734	  2.3989	 0.1706	r	PC
 4.00	  8400	 0.0	 2.0	 -0.0311	  0.5882	 -0.8759	  2.0464	 0.0950	r	PC
 4.50	  8400	 0.0	 2.0	 -0.0231	  0.5808	 -0.7008	  1.7420	 0.1103	r	PC
 5.00	  8400	 0.0	 2.0	  0.0284	  0.5091	 -0.5241	  1.4424	 0.0309	r	PC
 5.50	  8400	 0.0	 2.0	  0.0111	  0.5224	 -0.4085	  1.2238	 0.0234	r	PC
 6.00	  8400	 0.0	 2.0	 -0.0049	  0.5495	 -0.3580	  1.1328	 0.0388	r	PC
 2.50	  8600	 0.0	 2.0	 -0.1698	  0.8155	 -1.4367	  3.1536	 0.1480	r	PC
 3.00	  8600	 0.0	 2.0	 -0.1462	  0.7587	 -1.3007	  2.8241	 0.1571	r	PC
 3.50	  8600	 0.0	 2.0	 -0.1332	  0.7289	 -1.1163	  2.4611	 0.1734	r	PC
 4.00	  8600	 0.0	 2.0	 -0.0448	  0.5898	 -0.9161	  2.0938	 0.0933	r	PC
 4.50	  8600	 0.0	 2.0	 -0.0370	  0.5844	 -0.7254	  1.7651	 0.1088	r	PC
 5.00	  8600	 0.0	 2.0	  0.0156	  0.5117	 -0.5447	  1.4590	 0.0294	r	PC
 5.50	  8600	 0.0	 2.0	  0.0335	  0.4916	 -0.3845	  1.1915	 0.0187	r	PC
 6.00	  8600	 0.0	 2.0	 -0.0074	  0.5437	 -0.3659	  1.1371	 0.0354	r	PC
 2.50	  8800	 0.0	 2.0	 -0.1885	  0.8418	 -1.4567	  3.1958	 0.1560	r	PC
 3.00	  8800	 0.0	 2.0	 -0.1549	  0.7652	 -1.3259	  2.8651	 0.1625	r	PC
 3.50	  8800	 0.0	 2.0	 -0.1410	  0.7309	 -1.1817	  2.5683	 0.1764	r	PC
 4.00	  8800	 0.0	 2.0	 -0.0534	  0.5901	 -0.9407	  2.1231	 0.0920	r	PC
 4.50	  8800	 0.0	 2.0	 -0.0475	  0.5843	 -0.7495	  1.7889	 0.1074	r	PC
 5.00	  8800	 0.0	 2.0	 -0.0231	  0.5531	 -0.5651	  1.4747	 0.0745	r	PC
 5.50	  8800	 0.0	 2.0	  0.0234	  0.4912	 -0.3995	  1.2004	 0.0162	r	PC
 6.00	  8800	 0.0	 2.0	 -0.0104	  0.5377	 -0.3712	  1.1360	 0.0322	r	PC
 2.50	  9000	 0.0	 2.0	 -0.2077	  0.8701	 -1.4807	  3.2489	 0.1636	r	PC
 3.00	  9000	 0.0	 2.0	 -0.1674	  0.7809	 -1.3597	  2.9260	 0.1681	r	PC
 3.50	  9000	 0.0	 2.0	 -0.1469	  0.7326	 -1.2031	  2.5995	 0.1796	r	PC
 4.00	  9000	 0.0	 2.0	 -0.0574	  0.5860	 -0.9831	  2.1868	 0.0919	r	PC
 4.50	  9000	 0.0	 2.0	 -0.0556	  0.5810	 -0.8157	  1.8863	 0.1062	r	PC
 5.00	  9000	 0.0	 2.0	 -0.0304	  0.5484	 -0.5840	  1.4906	 0.0740	r	PC
 5.50	  9000	 0.0	 2.0	  0.0105	  0.4946	 -0.4309	  1.2362	 0.0135	r	PC
 6.00	  9000	 0.0	 2.0	 -0.0114	  0.5293	 -0.3717	  1.1280	 0.0273	r	PC
 2.50	  9200	 0.0	 2.0	 -0.2305	  0.9046	 -1.4909	  3.2724	 0.1720	r	PC
 3.00	  9200	 0.0	 2.0	 -0.1793	  0.7967	 -1.3912	  2.9833	 0.1726	r	PC
 3.50	  9200	 0.0	 2.0	 -0.1547	  0.7397	 -1.2152	  2.6160	 0.1833	r	PC
